Row,Date,File,Status_Code
134,10/29/23 9:00,7671.html,200
135,10/29/23 13:00,8656.html,200
136,10/29/23 13:00,8656.html,200
137,10/29/23 19:00,171.html,200
138,10/29/23 19:00,171.html,200
139,10/29/23 12:00,5800.html,200
140,10/29/23 6:00,1621.html,200
141,10/29/23 6:00,1621.html,200
142,10/29/23 12:00,5800.html,200
143,10/29/23 7:00,2274.html,200
144,10/29/23 11:00,4062.html,200
145,10/29/23 7:00,2274.html,200
146,10/29/23 11:00,4062.html,200
147,10/29/23 5:00,5891.html,200
148,10/29/23 5:00,5891.html,200
149,10/29/23 22:00,1078.html,200
150,10/29/23 22:00,1078.html,200
151,10/29/23 4:00,2870.html,200
152,10/29/23 4:00,2870.html,200
153,10/29/23 16:00,8002.html,200
154,10/29/23 16:00,8002.html,200
155,10/29/23 20:00,395.html,200
156,10/29/23 20:00,395.html,200
157,10/29/23 9:00,378.html,200
158,10/29/23 9:00,378.html,200
159,10/29/23 5:00,7838.html,200
160,10/29/23 5:00,7838.html,200
161,10/29/23 11:00,6216.html,200
162,10/29/23 11:00,6216.html,200
163,10/29/23 21:00,7749.html,200
164,10/29/23 21:00,7749.html,200
165,10/29/23 13:00,3877.html,200
166,10/29/23 13:00,3877.html,200
167,10/29/23 19:00,6250.html,200
168,10/29/23 19:00,6250.html,200
169,10/29/23 6:00,4104.html,200
170,10/29/23 6:00,4104.html,200
171,10/29/23 6:00,3355.html,200
172,10/29/23 6:00,3355.html,200
173,10/29/23 10:00,3052.html,200
174,10/29/23 10:00,3052.html,200
175,10/29/23 21:00,9093.html,200
176,10/29/23 21:00,9093.html,200
177,10/29/23 10:00,8031.html,200
178,10/29/23 10:00,8031.html,200
179,10/29/23 3:00,3411.html,200
180,10/29/23 3:00,3411.html,200
181,10/29/23 15:00,7712.html,200
182,10/29/23 15:00,7712.html,200
183,10/29/23 12:00,3208.html,200
184,10/29/23 12:00,3208.html,200
185,10/29/23 19:00,301.html,200
186,10/29/23 19:00,301.html,200
187,10/29/23 22:00,7665.html,400
188,10/29/23 22:00,7665.html,400
189,10/29/23 0:00,3360.html,200
190,10/29/23 0:00,3360.html,200
191,10/29/23 22:00,3558.html,200
192,10/29/23 22:00,3558.html,200
193,10/29/23 4:00,6510.html,200
194,10/29/23 4:00,6510.html,200
195,10/29/23 22:00,6285.html,200
196,10/29/23 22:00,6285.html,200
197,10/29/23 15:00,3659.html,200
198,10/29/23 15:00,3659.html,200
199,10/29/23 13:00,8542.html,200
200,10/29/23 13:00,8542.html,200
201,10/29/23 10:00,2594.html,400
202,10/29/23 10:00,2594.html,400
203,10/29/23 21:00,4692.html,200
204,10/29/23 21:00,4692.html,200
205,10/29/23 11:00,7130.html,200
206,10/29/23 11:00,7130.html,200
207,10/29/23 8:00,5043.html,200
208,10/29/23 8:00,5043.html,200
209,10/29/23 2:00,1403.html,200
210,10/29/23 2:00,1403.html,200
211,10/29/23 18:00,5154.html,200
212,10/29/23 18:00,5154.html,200
213,10/29/23 14:00,3670.html,200
214,10/29/23 23:00,3159.html,200
215,10/29/23 23:00,3159.html,200
216,10/29/23 14:00,3670.html,200
217,10/29/23 18:00,2230.html,200
218,10/29/23 18:00,2230.html,200
219,10/29/23 17:00,5358.html,200
220,10/29/23 17:00,5358.html,200
221,10/29/23 15:00,328.html,200
222,10/29/23 15:00,328.html,200
223,10/29/23 21:00,5449.html,200
224,10/29/23 21:00,5449.html,200
225,10/29/23 3:00,5237.html,200
226,10/29/23 3:00,5237.html,200
227,10/29/23 23:00,3734.html,200
228,10/29/23 23:00,3734.html,200
229,10/29/23 20:00,8381.html,200
230,10/29/23 20:00,8381.html,200
231,10/29/23 5:00,3983.html,200
232,10/29/23 5:00,3983.html,200
233,10/29/23 21:00,1364.html,200
234,10/29/23 21:00,1364.html,200
235,10/29/23 20:00,7195.html,200
236,10/29/23 20:00,7195.html,200
237,10/29/23 20:00,3335.html,200
238,10/29/23 20:00,3335.html,200
239,10/29/23 14:00,2593.html,200
240,10/29/23 14:00,2593.html,200
241,10/29/23 8:00,1836.html,200
242,10/29/23 8:00,1836.html,200
243,10/29/23 8:00,1997.html,200
244,10/29/23 8:00,1997.html,200
245,10/29/23 9:00,3817.html,200
246,10/29/23 9:00,3817.html,200
247,10/29/23 20:00,4334.html,200
248,10/29/23 20:00,4334.html,200
249,10/29/23 13:00,9953.html,200
250,10/29/23 13:00,9953.html,200
251,10/29/23 18:00,2702.html,200
252,10/29/23 18:00,2702.html,200
253,10/29/23 19:00,3113.html,200
254,10/29/23 19:00,3113.html,200
255,10/29/23 14:00,1332.html,200
256,10/29/23 14:00,1332.html,200
257,10/29/23 16:00,5445.html,200
258,10/29/23 16:00,5445.html,200
259,10/29/23 0:00,8517.html,200
260,10/29/23 0:00,8517.html,200
261,10/29/23 21:00,5323.html,200
262,10/29/23 21:00,5323.html,200
263,10/29/23 3:00,3612.html,200
264,10/29/23 3:00,3612.html,200
265,10/29/23 11:00,3888.html,200
266,10/29/23 11:00,3888.html,200
267,10/29/23 1:00,1671.html,200
268,10/29/23 1:00,1671.html,200
269,10/29/23 0:00,4569.html,200
270,10/29/23 0:00,4569.html,200
271,10/29/23 13:00,5958.html,200
272,10/29/23 13:00,5958.html,200
273,10/29/23 17:00,8266.html,200
274,10/29/23 17:00,8266.html,200
275,10/29/23 18:00,2562.html,200
276,10/29/23 18:00,2562.html,200
277,10/29/23 7:00,3678.html,200
278,10/29/23 7:00,3678.html,200
279,10/29/23 17:00,3857.html,400
280,10/29/23 17:00,3857.html,400
281,10/29/23 19:00,4251.html,200
282,10/29/23 19:00,4251.html,200
283,10/29/23 5:00,150.html,200
284,10/29/23 5:00,150.html,200
285,10/29/23 8:00,7289.html,200
286,10/29/23 8:00,7289.html,200
287,10/29/23 18:00,9306.html,400
288,10/29/23 18:00,9306.html,400
289,10/29/23 17:00,312.html,200
290,10/29/23 17:00,312.html,200
291,10/29/23 16:00,3743.html,200
292,10/29/23 16:00,3743.html,200
293,10/29/23 22:00,4543.html,200
294,10/29/23 22:00,4543.html,200
295,10/29/23 10:00,5696.html,200
296,10/29/23 10:00,5696.html,200
297,10/29/23 8:00,5726.html,200
298,10/29/23 8:00,5726.html,200
299,10/29/23 16:00,2889.html,200
300,10/29/23 16:00,2889.html,200
301,10/29/23 11:00,8192.html,200
302,10/29/23 11:00,8192.html,200
303,10/29/23 13:00,3795.html,200
304,10/29/23 13:00,3795.html,200
305,10/29/23 12:00,2667.html,200
306,10/29/23 12:00,2667.html,200
307,10/29/23 16:00,1153.html,200
308,10/29/23 8:00,4797.html,200
309,10/29/23 8:00,4797.html,200
310,10/29/23 16:00,1153.html,200
311,10/29/23 18:00,8475.html,200
312,10/29/23 18:00,8475.html,200
313,10/29/23 5:00,6059.html,200
314,10/29/23 5:00,6059.html,200
315,10/29/23 18:00,4817.html,200
316,10/29/23 18:00,4817.html,200
317,10/29/23 15:00,4540.html,200
318,10/29/23 15:00,4540.html,200
319,10/29/23 5:00,3669.html,200
320,10/29/23 5:00,3669.html,200
321,10/29/23 11:00,8130.html,200
322,10/29/23 11:00,8130.html,200
323,10/29/23 1:00,3084.html,200
324,10/29/23 1:00,3084.html,200
325,10/29/23 22:00,4040.html,200
326,10/29/23 22:00,4040.html,200
327,10/29/23 15:00,3968.html,200
328,10/29/23 15:00,3968.html,200
329,10/29/23 12:00,1183.html,200
330,10/29/23 12:00,1183.html,200
331,10/29/23 11:00,5449.html,200
332,10/29/23 11:00,5449.html,200
333,10/29/23 22:00,1139.html,200
334,10/29/23 22:00,1139.html,200
335,10/29/23 21:00,3439.html,200
336,10/29/23 21:00,3439.html,200
337,10/29/23 23:00,6402.html,200
338,10/29/23 23:00,6402.html,200
339,10/29/23 18:00,8207.html,200
340,10/29/23 18:00,8207.html,200
341,10/29/23 2:00,1636.html,200
342,10/29/23 2:00,1636.html,200
343,10/29/23 6:00,9128.html,200
344,10/29/23 6:00,9128.html,200
345,10/29/23 18:00,6102.html,200
346,10/29/23 18:00,6102.html,200
347,10/29/23 12:00,1687.html,200
348,10/29/23 12:00,1687.html,200
349,10/29/23 18:00,9537.html,200
350,10/29/23 18:00,9537.html,200
351,10/29/23 7:00,2496.html,200
352,10/29/23 7:00,2496.html,200
353,10/29/23 3:00,4506.html,200
354,10/29/23 3:00,4506.html,200
355,10/29/23 10:00,5948.html,200
356,10/29/23 10:00,5948.html,200
357,10/29/23 5:00,2578.html,200
358,10/29/23 5:00,2578.html,200
359,10/29/23 12:00,1388.html,200
360,10/29/23 12:00,1388.html,200
361,10/29/23 11:00,749.html,200
362,10/29/23 11:00,749.html,200
363,10/29/23 5:00,1611.html,200
364,10/29/23 5:00,1611.html,200
365,10/29/23 7:00,5838.html,200
366,10/29/23 7:00,5838.html,200
367,10/29/23 14:00,2139.html,200
368,10/29/23 14:00,2139.html,200
369,10/29/23 11:00,8783.html,200
370,10/29/23 11:00,8783.html,200
371,10/29/23 17:00,1186.html,200
372,10/29/23 17:00,1186.html,200
373,10/29/23 18:00,4263.html,200
374,10/29/23 18:00,4263.html,200
375,10/29/23 6:00,4343.html,200
376,10/29/23 6:00,4343.html,200
377,10/29/23 21:00,5918.html,200
378,10/29/23 21:00,5918.html,200
379,10/29/23 21:00,6738.html,200
380,10/29/23 21:00,6738.html,200
381,10/29/23 13:00,9220.html,200
382,10/29/23 13:00,9220.html,200
383,10/29/23 23:00,8779.html,200
384,10/29/23 23:00,8779.html,200
385,10/29/23 1:00,8915.html,200
386,10/29/23 1:00,8915.html,200
387,10/29/23 9:00,5715.html,200
388,10/29/23 9:00,5715.html,200
389,10/29/23 11:00,7915.html,200
390,10/29/23 11:00,7915.html,200
391,10/29/23 9:00,5658.html,200
392,10/29/23 9:00,5658.html,200
393,10/29/23 21:00,3706.html,200
394,10/29/23 21:00,3706.html,200
395,10/29/23 20:00,8866.html,200
396,10/29/23 20:00,8866.html,200
397,10/29/23 17:00,4123.html,200
398,10/29/23 17:00,4123.html,200
399,10/29/23 11:00,6569.html,400
400,10/29/23 11:00,6569.html,400
401,10/29/23 22:00,3364.html,200
402,10/29/23 22:00,3364.html,200
403,10/29/23 6:00,7171.html,200
404,10/29/23 6:00,7171.html,200
405,10/29/23 1:00,5106.html,200
406,10/29/23 1:00,5106.html,200
407,10/29/23 11:00,2319.html,200
408,10/29/23 11:00,2319.html,200
409,10/29/23 16:00,5775.html,200
410,10/29/23 16:00,5775.html,200
411,10/29/23 2:00,8897.html,200
412,10/29/23 2:00,8897.html,200
413,10/29/23 0:00,9786.html,200
414,10/29/23 0:00,9786.html,200
415,10/29/23 23:00,5041.html,200
416,10/29/23 23:00,5041.html,200
417,10/29/23 15:00,8604.html,200
418,10/29/23 15:00,8604.html,200
419,10/29/23 14:00,9055.html,200
420,10/29/23 14:00,9055.html,200
421,10/29/23 2:00,1692.html,200
422,10/29/23 2:00,1692.html,200
423,10/29/23 2:00,7094.html,200
424,10/29/23 2:00,7094.html,200
425,10/29/23 10:00,1445.html,200
426,10/29/23 10:00,1445.html,200
427,10/29/23 20:00,8251.html,200
428,10/29/23 20:00,8251.html,200
429,10/29/23 9:00,1218.html,400
430,10/29/23 7:00,7398.html,200
431,10/29/23 9:00,1218.html,400
432,10/29/23 7:00,7398.html,200
433,10/29/23 4:00,5655.html,200
434,10/29/23 4:00,5655.html,200
435,10/29/23 18:00,3542.html,400
436,10/29/23 18:00,3542.html,400
437,10/29/23 13:00,8954.html,200
438,10/29/23 13:00,8954.html,200
439,10/29/23 4:00,6825.html,400
440,10/29/23 4:00,6825.html,400
441,10/29/23 19:00,8027.html,200
442,10/29/23 19:00,8027.html,200
443,10/29/23 14:00,8293.html,200
444,10/29/23 14:00,8293.html,200
445,10/29/23 6:00,7192.html,200
446,10/29/23 6:00,7192.html,200
447,10/29/23 17:00,5117.html,200
448,10/29/23 17:00,5117.html,200
449,10/29/23 22:00,8568.html,200
450,10/29/23 22:00,8568.html,200
451,10/29/23 5:00,9525.html,200
452,10/29/23 5:00,9525.html,200
453,10/29/23 21:00,2435.html,200
454,10/29/23 21:00,2435.html,200
455,10/29/23 12:00,8805.html,200
456,10/29/23 12:00,8805.html,200
457,10/29/23 5:00,5620.html,200
458,10/29/23 5:00,5620.html,200
459,10/29/23 11:00,9657.html,200
460,10/29/23 11:00,9657.html,200
461,10/29/23 16:00,9161.html,200
462,10/29/23 12:00,1358.html,200
463,10/29/23 12:00,1358.html,200
464,10/29/23 16:00,9161.html,200
465,10/29/23 4:00,1114.html,200
466,10/29/23 4:00,1114.html,200
467,10/29/23 0:00,4871.html,200
468,10/29/23 0:00,4871.html,200
469,10/29/23 13:00,24.html,200
470,10/29/23 20:00,2657.html,200
471,10/29/23 20:00,2657.html,200
472,10/29/23 13:00,24.html,200
473,10/29/23 22:00,2109.html,200
474,10/29/23 14:00,6639.html,200
475,10/29/23 14:00,6639.html,200
476,10/29/23 22:00,2109.html,200
477,10/29/23 6:00,2149.html,200
478,10/29/23 6:00,2149.html,200
479,10/29/23 15:00,8929.html,200
480,10/29/23 15:00,8929.html,200
481,10/29/23 0:00,8331.html,200
482,10/29/23 2:00,6026.html,200
483,10/29/23 2:00,6026.html,200
484,10/29/23 0:00,8331.html,200
485,10/29/23 19:00,6675.html,200
486,10/29/23 6:00,65.html,200
487,10/29/23 6:00,65.html,200
488,10/29/23 19:00,6675.html,200
489,10/29/23 8:00,7716.html,200
490,10/29/23 8:00,7716.html,200
491,10/29/23 6:00,9481.html,200
492,10/29/23 6:00,9481.html,200
493,10/29/23 21:00,1922.html,200
494,10/29/23 21:00,1922.html,200
495,10/29/23 13:00,1773.html,200
496,10/29/23 13:00,1773.html,200
497,10/29/23 22:00,1184.html,200
498,10/29/23 22:00,1184.html,200
499,10/29/23 8:00,8225.html,200
500,10/29/23 8:00,8225.html,200
501,10/29/23 12:00,4583.html,400
502,10/29/23 12:00,4583.html,400
503,10/29/23 21:00,556.html,200
504,10/29/23 21:00,556.html,200
505,10/29/23 6:00,630.html,200
506,10/29/23 6:00,630.html,200
507,10/29/23 20:00,8949.html,200
508,10/29/23 20:00,8949.html,200
509,10/29/23 3:00,6042.html,200
510,10/29/23 3:00,6042.html,200
511,10/29/23 1:00,3438.html,400
512,10/29/23 1:00,3438.html,400
513,10/29/23 16:00,864.html,200
514,10/29/23 16:00,864.html,200
515,10/29/23 23:00,6231.html,200
516,10/29/23 23:00,6231.html,200
517,10/29/23 3:00,9088.html,200
518,10/29/23 3:00,9088.html,200
519,10/29/23 18:00,1623.html,200
520,10/29/23 18:00,1623.html,200
521,10/29/23 4:00,6286.html,200
522,10/29/23 4:00,6286.html,200
523,10/29/23 1:00,5470.html,200
524,10/29/23 1:00,5470.html,200
525,10/29/23 21:00,5596.html,200
526,10/29/23 21:00,5596.html,200
527,10/29/23 6:00,4217.html,200
528,10/29/23 6:00,4217.html,200
529,10/29/23 20:00,3119.html,200
530,10/29/23 20:00,3119.html,200
531,10/29/23 19:00,9864.html,200
532,10/29/23 19:00,9864.html,200
533,10/29/23 1:00,3676.html,200
534,10/29/23 1:00,3676.html,200
535,10/29/23 23:00,4816.html,200
536,10/29/23 23:00,4816.html,200
537,10/29/23 11:00,1765.html,400
538,10/29/23 11:00,1765.html,400
539,10/29/23 23:00,6138.html,200
540,10/29/23 23:00,6138.html,200
541,10/29/23 21:00,1568.html,200
542,10/29/23 21:00,1568.html,200
543,10/29/23 2:00,1706.html,200
544,10/29/23 2:00,1706.html,200
545,10/29/23 0:00,5740.html,200
546,10/29/23 0:00,5740.html,200
547,10/29/23 12:00,9827.html,200
548,10/29/23 12:00,9827.html,200
549,10/29/23 9:00,6132.html,400
550,10/29/23 9:00,6132.html,400
551,10/29/23 17:00,4282.html,200
552,10/29/23 17:00,4282.html,200
553,10/29/23 13:00,6764.html,200
554,10/29/23 13:00,6764.html,200
555,10/29/23 3:00,8459.html,200
556,10/29/23 3:00,8459.html,200
557,10/29/23 0:00,6423.html,200
558,10/29/23 0:00,6423.html,200
559,10/29/23 20:00,4039.html,400
560,10/29/23 20:00,4039.html,400
561,10/29/23 18:00,3621.html,200
562,10/29/23 18:00,3621.html,200
563,10/29/23 22:00,7630.html,200
564,10/29/23 22:00,7630.html,200
565,10/29/23 3:00,6506.html,200
566,10/29/23 3:00,6506.html,200
567,10/29/23 10:00,3566.html,200
568,10/29/23 10:00,3566.html,200
569,10/29/23 3:00,6136.html,200
570,10/29/23 3:00,6136.html,200
571,10/29/23 1:00,313.html,200
572,10/29/23 1:00,313.html,200
573,10/29/23 4:00,8722.html,200
574,10/29/23 4:00,8722.html,200
575,10/29/23 14:00,3979.html,200
576,10/29/23 14:00,3979.html,200
577,10/29/23 20:00,3214.html,200
578,10/29/23 20:00,3214.html,200
579,10/29/23 7:00,8716.html,200
580,10/29/23 7:00,8716.html,200
581,10/29/23 10:00,9952.html,200
582,10/29/23 10:00,9952.html,200
583,10/29/23 7:00,9739.html,200
584,10/29/23 7:00,9739.html,200
585,10/29/23 5:00,4928.html,200
586,10/29/23 5:00,4928.html,200
587,10/29/23 2:00,7785.html,200
588,10/29/23 2:00,7785.html,200
589,10/29/23 22:00,6986.html,200
590,10/29/23 12:00,2216.html,200
591,10/29/23 12:00,2216.html,200
592,10/29/23 22:00,6986.html,200
593,10/29/23 5:00,4019.html,200
594,10/29/23 4:00,6841.html,200
595,10/29/23 4:00,6841.html,200
596,10/29/23 5:00,4019.html,200
597,10/29/23 3:00,4047.html,200
598,10/29/23 3:00,4047.html,200
599,10/29/23 21:00,1795.html,200
600,10/29/23 21:00,1795.html,200
601,10/29/23 3:00,9290.html,200
602,10/29/23 3:00,9290.html,200
603,10/29/23 14:00,667.html,200
604,10/29/23 14:00,667.html,200
605,10/29/23 4:00,5001.html,200
606,10/29/23 4:00,5001.html,200
607,10/29/23 11:00,2942.html,200
608,10/29/23 11:00,2942.html,200
609,10/29/23 20:00,9105.html,400
610,10/29/23 20:00,9105.html,400
611,10/29/23 6:00,3835.html,200
612,10/29/23 6:00,3835.html,200
613,10/29/23 6:00,4585.html,200
614,10/29/23 6:00,4585.html,200
615,10/29/23 8:00,2933.html,200
616,10/29/23 8:00,2933.html,200
617,10/29/23 18:00,2393.html,200
618,10/29/23 18:00,2393.html,200
619,10/29/23 11:00,4900.html,200
620,10/29/23 11:00,4900.html,200
621,10/29/23 4:00,5480.html,200
622,10/29/23 4:00,5480.html,200
623,10/29/23 11:00,3943.html,200
624,10/29/23 11:00,3943.html,200
625,10/29/23 7:00,9644.html,200
626,10/29/23 7:00,9644.html,200
627,10/29/23 6:00,7370.html,200
628,10/29/23 6:00,7370.html,200
629,10/29/23 3:00,6515.html,200
630,10/29/23 3:00,6515.html,200
631,10/29/23 0:00,6392.html,200
632,10/29/23 0:00,6392.html,200
633,10/29/23 1:00,9291.html,200
634,10/29/23 1:00,9291.html,200
635,10/29/23 14:00,720.html,200
636,10/29/23 14:00,720.html,200
637,10/29/23 10:00,8310.html,200
638,10/29/23 10:00,8310.html,200
639,10/29/23 3:00,1860.html,400
640,10/29/23 3:00,1860.html,400
641,10/29/23 19:00,6950.html,200
642,10/29/23 19:00,6950.html,200
643,10/29/23 8:00,669.html,200
644,10/29/23 8:00,669.html,200
645,10/29/23 18:00,7415.html,200
646,10/29/23 18:00,7415.html,200
647,10/29/23 22:00,3654.html,200
648,10/29/23 22:00,3654.html,200
649,10/29/23 11:00,8459.html,200
650,10/29/23 11:00,8459.html,200
651,10/29/23 6:00,1412.html,200
652,10/29/23 6:00,1412.html,200
653,10/29/23 13:00,5952.html,200
654,10/29/23 13:00,5952.html,200
655,10/29/23 11:00,6082.html,200
656,10/29/23 11:00,6082.html,200
657,10/29/23 18:00,6402.html,200
658,10/29/23 18:00,6402.html,200
659,10/29/23 7:00,5818.html,200
660,10/29/23 7:00,5818.html,200
661,10/29/23 0:00,21.html,200
662,10/29/23 0:00,21.html,200
663,10/29/23 19:00,2629.html,200
664,10/29/23 19:00,2629.html,200
665,10/29/23 6:00,2192.html,200
666,10/29/23 6:00,2192.html,200
667,10/29/23 22:00,6827.html,200
668,10/29/23 22:00,6827.html,200
669,10/29/23 16:00,7654.html,200
670,10/29/23 16:00,7654.html,200
671,10/29/23 15:00,259.html,200
672,10/29/23 15:00,259.html,200
673,10/29/23 7:00,9001.html,200
674,10/29/23 7:00,9001.html,200
675,10/29/23 0:00,6974.html,200
676,10/29/23 0:00,6974.html,200
677,10/29/23 4:00,2820.html,200
678,10/29/23 4:00,2820.html,200
679,10/29/23 21:00,8118.html,200
680,10/29/23 21:00,8118.html,200
681,10/29/23 5:00,8951.html,200
682,10/29/23 5:00,8951.html,200
683,10/29/23 15:00,820.html,400
684,10/29/23 15:00,820.html,400
685,10/29/23 8:00,6952.html,200
686,10/29/23 8:00,6952.html,200
687,10/29/23 7:00,5160.html,200
688,10/29/23 7:00,5160.html,200
689,10/29/23 6:00,2823.html,200
690,10/29/23 6:00,2823.html,200
691,10/29/23 15:00,7633.html,200
692,10/29/23 15:00,7633.html,200
693,10/29/23 3:00,3420.html,200
694,10/29/23 6:00,7853.html,200
695,10/29/23 6:00,7853.html,200
696,10/29/23 3:00,3420.html,200
697,10/29/23 14:00,2765.html,200
698,10/29/23 14:00,2765.html,200
699,10/29/23 15:00,3394.html,200
700,10/29/23 15:00,3394.html,200
701,10/29/23 5:00,82.html,200
702,10/29/23 5:00,82.html,200
703,10/29/23 5:00,2098.html,200
704,10/29/23 5:00,2098.html,200
705,10/29/23 6:00,4483.html,200
706,10/29/23 6:00,4483.html,200
707,10/29/23 22:00,7471.html,200
708,10/29/23 22:00,7471.html,200
709,10/29/23 12:00,6610.html,200
710,10/29/23 12:00,6610.html,200
711,10/29/23 22:00,3552.html,200
712,10/29/23 22:00,3552.html,200
713,10/29/23 7:00,8134.html,200
714,10/29/23 7:00,8134.html,200
715,10/29/23 6:00,2508.html,200
716,10/29/23 6:00,2508.html,200
717,10/29/23 8:00,8689.html,200
718,10/29/23 20:00,74.html,200
719,10/29/23 20:00,74.html,200
720,10/29/23 8:00,8689.html,200
721,10/29/23 1:00,3715.html,200
722,10/29/23 8:00,746.html,200
723,10/29/23 8:00,746.html,200
724,10/29/23 1:00,3715.html,200
725,10/29/23 1:00,4180.html,200
726,10/29/23 1:00,4180.html,200
727,10/29/23 20:00,4683.html,200
728,10/29/23 20:00,4683.html,200
729,10/29/23 20:00,7658.html,200
730,10/29/23 20:00,7658.html,200
731,10/29/23 20:00,2484.html,200
732,10/29/23 20:00,2484.html,200
733,10/29/23 7:00,5640.html,200
734,10/29/23 7:00,5640.html,200
735,10/29/23 17:00,4905.html,400
736,10/29/23 17:00,4905.html,400
737,10/29/23 3:00,5217.html,200
738,10/29/23 3:00,5217.html,200
